data_as_of,start_date,end_date,group,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,40-49 years,171.0,2812,122.0,56.0,0.0,241.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,45-54 years,301.0,4039,218.0,105.0,0.0,419.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,50-64 years,1016.0,11809,804.0,372.0,14.0,1461.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,55-64 years,817.0,9280,652.0,297.0,11.0,1183.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,65-74 years,1326.0,12834,1201.0,493.0,22.0,2053.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,75-84 years,1735.0,15999,1571.0,598.0,26.0,2732.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Male,85 years and over,2052.0,18393,1862.0,682.0,24.0,3254.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,All Ages,6161.0,64560,4833.0,1855.0,122.0,9256.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,Under 1 year,0.0,217,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,0-17 years,0.0,351,0.0,0.0,0.0,16.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,1-4 years,0.0,33,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,5-14 years,0.0,58,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,15-24 years,0.0,271,0.0,0.0,0.0,14.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,18-29 years,14.0,476,0.0,0.0,0.0,21.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,25-34 years,30.0,659,23.0,10.0,0.0,46.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,30-39 years,45.0,950,44.0,13.0,0.0,77.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,35-44 years,61.0,1203,53.0,15.0,0.0,99.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,40-49 years,92.0,1480,65.0,24.0,0.0,136.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,45-54 years,150.0,2202,118.0,50.0,0.0,227.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,50-64 years,582.0,7003,541.0,228.0,19.0,913.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,55-64 years,487.0,5617,459.0,193.0,13.0,765.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,65-74 years,900.0,9497,825.0,328.0,17.0,1412.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,75-84 years,1509.0,15321,1266.0,495.0,32.0,2311.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Connecticut,Female,85 years and over,3010.0,29482,2078.0,762.0,45.0,4370.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,All Ages,3445.0,41037,3448.0,1683.0,64.0,5269.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,Under 1 year,0.0,274,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,0-17 years,0.0,485,15.0,0.0,0.0,28.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,1-4 years,0.0,64,0.0,0.0,0.0,10.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,5-14 years,0.0,78,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,15-24 years,0.0,394,0.0,0.0,0.0,13.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,18-29 years,0.0,701,14.0,0.0,0.0,22.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,25-34 years,24.0,891,32.0,13.0,0.0,45.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,30-39 years,43.0,1132,47.0,24.0,0.0,68.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,35-44 years,55.0,1327,59.0,32.0,0.0,84.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,40-49 years,92.0,1513,83.0,46.0,0.0,132.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,45-54 years,174.0,2150,159.0,96.0,0.0,243.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,50-64 years,541.0,6563,583.0,307.0,0.0,825.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,55-64 years,426.0,5216,472.0,238.0,0.0,665.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,65-74 years,737.0,8574,863.0,420.0,15.0,1193.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,75-84 years,1009.0,10759,1058.0,514.0,11.0,1564.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,All Sexes,85 years and over,1006.0,11310,785.0,367.0,15.0,1437.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,All Ages,1808.0,21505,1821.0,930.0,32.0,2726.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,Under 1 year,0.0,149,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,0-17 years,0.0,269,0.0,0.0,0.0,17.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,1-4 years,0.0,36,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,5-14 years,0.0,33,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,15-24 years,0.0,284,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,18-29 years,0.0,502,0.0,0.0,0.0,11.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,25-34 years,15.0,635,15.0,0.0,0.0,25.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,30-39 years,28.0,768,26.0,14.0,0.0,40.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,35-44 years,32.0,846,31.0,18.0,0.0,45.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,40-49 years,49.0,953,43.0,23.0,0.0,71.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,45-54 years,100.0,1364,90.0,56.0,0.0,138.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,50-64 years,314.0,4030,331.0,180.0,0.0,469.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,55-64 years,246.0,3175,268.0,137.0,0.0,379.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,65-74 years,419.0,4827,458.0,237.0,0.0,645.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,75-84 years,577.0,5594,591.0,299.0,0.0,876.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Male,85 years and over,410.0,4562,358.0,175.0,0.0,597.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,All Ages,1637.0,19532,1627.0,753.0,32.0,2543.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,Under 1 year,0.0,125,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,0-17 years,0.0,216,0.0,0.0,0.0,11.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,1-4 years,0.0,28,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,5-14 years,0.0,45,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,15-24 years,0.0,110,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,18-29 years,0.0,199,0.0,0.0,0.0,11.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,25-34 years,0.0,256,17.0,0.0,0.0,20.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,30-39 years,15.0,364,21.0,10.0,0.0,28.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,35-44 years,23.0,481,28.0,14.0,0.0,39.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,40-49 years,43.0,560,40.0,23.0,0.0,61.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,45-54 years,74.0,786,69.0,40.0,0.0,105.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,50-64 years,227.0,2533,252.0,127.0,0.0,356.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,55-64 years,180.0,2041,204.0,101.0,0.0,286.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,65-74 years,318.0,3747,405.0,183.0,0.0,548.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,75-84 years,432.0,5165,467.0,215.0,0.0,688.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Delaware,Female,85 years and over,596.0,6748,427.0,192.0,0.0,840.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,All Ages,2231.0,25770,3010.0,1676.0,26.0,3587.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,Under 1 year,0.0,443,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,0-17 years,13.0,789,23.0,0.0,0.0,34.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,1-4 years,0.0,113,13.0,0.0,0.0,15.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,5-14 years,0.0,142,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,15-24 years,0.0,490,10.0,0.0,0.0,13.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,18-29 years,15.0,803,25.0,11.0,0.0,29.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,25-34 years,33.0,989,45.0,26.0,0.0,52.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,30-39 years,68.0,1196,81.0,50.0,0.0,100.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,35-44 years,83.0,1364,107.0,59.0,0.0,134.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,40-49 years,116.0,1571,150.0,82.0,0.0,188.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,45-54 years,203.0,2035,250.0,156.0,0.0,299.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,50-64 years,564.0,5907,719.0,430.0,0.0,855.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,55-64 years,440.0,4690,565.0,330.0,0.0,677.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,65-74 years,584.0,5894,794.0,455.0,0.0,930.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,75-84 years,464.0,4866,645.0,338.0,0.0,772.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,All Sexes,85 years and over,407.0,4744,573.0,305.0,0.0,679.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,All Ages,1247.0,14255,1657.0,942.0,14.0,1975.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,Under 1 year,0.0,234,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,0-17 years,0.0,437,0.0,0.0,0.0,16.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,1-4 years,0.0,59,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,5-14 years,0.0,74,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,15-24 years,0.0,389,0.0,0.0,0.0,10.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,18-29 years,0.0,629,14.0,0.0,0.0,17.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,25-34 years,17.0,752,26.0,14.0,0.0,29.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,30-39 years,39.0,851,52.0,29.0,0.0,63.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,35-44 years,52.0,899,68.0,38.0,0.0,84.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,40-49 years,78.0,1015,95.0,57.0,0.0,119.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,45-54 years,134.0,1273,156.0,104.0,0.0,188.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,50-64 years,348.0,3589,436.0,264.0,0.0,522.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,55-64 years,268.0,2841,341.0,199.0,0.0,412.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,65-74 years,338.0,3428,453.0,267.0,0.0,529.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,75-84 years,260.0,2530,359.0,193.0,0.0,426.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Male,85 years and over,166.0,1776,239.0,124.0,0.0,283.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,All Ages,984.0,11515,1353.0,734.0,12.0,1612.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,Under 1 year,0.0,209,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,0-17 years,0.0,352,14.0,0.0,0.0,18.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,1-4 years,0.0,54,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,5-14 years,0.0,68,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,15-24 years,0.0,101,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,18-29 years,0.0,174,11.0,0.0,0.0,12.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,25-34 years,16.0,237,19.0,12.0,0.0,23.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,30-39 years,29.0,345,29.0,21.0,0.0,37.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,35-44 years,31.0,465,39.0,21.0,0.0,50.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,40-49 years,38.0,556,55.0,25.0,0.0,69.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,45-54 years,69.0,762,94.0,52.0,0.0,111.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,50-64 years,216.0,2318,283.0,166.0,0.0,333.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,55-64 years,172.0,1849,224.0,131.0,0.0,265.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,65-74 years,246.0,2466,341.0,188.0,0.0,401.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,75-84 years,204.0,2336,286.0,145.0,0.0,346.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,District of Columbia,Female,85 years and over,241.0,2968,334.0,181.0,0.0,396.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,All Ages,81894.0,915140,97245.0,50161.0,1270.0,130129.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,Under 1 year,30.0,4809,82.0,0.0,0.0,110.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,0-17 years,108.0,8388,206.0,39.0,31.0,303.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,1-4 years,14.0,1041,51.0,0.0,11.0,69.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,5-14 years,34.0,1372,42.0,0.0,0.0,76.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,15-24 years,227.0,8246,254.0,124.0,13.0,370.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,18-29 years,533.0,15157,607.0,305.0,17.0,850.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,25-34 years,917.0,19117,1025.0,560.0,20.0,1399.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,30-39 years,1464.0,24320,1577.0,916.0,39.0,2163.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,35-44 years,2254.0,28943,2303.0,1425.0,47.0,3178.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,40-49 years,3409.0,35053,3408.0,2232.0,59.0,4642.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,45-54 years,5098.0,48466,5195.0,3361.0,81.0,7008.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,50-64 years,14195.0,142038,16023.0,9276.0,205.0,21131.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,55-64 years,11135.0,112962,12869.0,7275.0,162.0,16879.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,65-74 years,17831.0,180462,21910.0,11546.0,279.0,28445.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,75-84 years,22324.0,236463,27634.0,13802.0,347.0,36472.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,All Sexes,85 years and over,22030.0,273259,25880.0,12045.0,293.0,36123.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,All Ages,46020.0,491208,54883.0,28977.0,656.0,72522.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,Under 1 year,14.0,2661,38.0,0.0,0.0,51.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,0-17 years,45.0,4871,102.0,15.0,17.0,148.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,1-4 years,0.0,588,25.0,0.0,0.0,35.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,5-14 years,15.0,809,25.0,0.0,0.0,39.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,15-24 years,126.0,5978,143.0,67.0,0.0,209.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,18-29 years,342.0,10948,373.0,198.0,12.0,528.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,25-34 years,569.0,13388,634.0,348.0,13.0,866.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,30-39 years,853.0,16361,923.0,533.0,19.0,1261.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,35-44 years,1363.0,18774,1332.0,864.0,24.0,1854.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,40-49 years,2100.0,22152,2007.0,1388.0,34.0,2751.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,45-54 years,3192.0,30443,3129.0,2093.0,49.0,4273.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,50-64 years,8738.0,87802,9569.0,5669.0,110.0,12741.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,55-64 years,6794.0,69493,7648.0,4419.0,83.0,10102.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,65-74 years,10601.0,106306,13054.0,6949.0,151.0,16841.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,75-84 years,12881.0,128160,16025.0,8111.0,191.0,20969.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Male,85 years and over,10460.0,114608,12830.0,6114.0,122.0,17283.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,All Ages,35874.0,423932,42362.0,21184.0,614.0,57607.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,Under 1 year,16.0,2148,44.0,0.0,0.0,59.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,0-17 years,63.0,3517,104.0,24.0,14.0,155.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,1-4 years,0.0,453,26.0,0.0,0.0,34.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,5-14 years,19.0,563,17.0,0.0,0.0,37.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,15-24 years,101.0,2268,111.0,57.0,0.0,161.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,18-29 years,191.0,4209,234.0,107.0,0.0,322.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,25-34 years,348.0,5729,391.0,212.0,0.0,533.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,30-39 years,611.0,7959,654.0,383.0,20.0,902.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,35-44 years,891.0,10169,971.0,561.0,23.0,1324.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,40-49 years,1309.0,12901,1401.0,844.0,25.0,1891.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,45-54 years,1906.0,18023,2066.0,1268.0,32.0,2735.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,50-64 years,5457.0,54236,6454.0,3607.0,95.0,8390.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,55-64 years,4341.0,43469,5221.0,2856.0,79.0,6777.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,65-74 years,7230.0,74156,8856.0,4597.0,128.0,11604.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,75-84 years,9443.0,108303,11609.0,5691.0,156.0,15503.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Florida,Female,85 years and over,11570.0,158651,13050.0,5931.0,171.0,18840.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,All Ages,36499.0,384074,34155.0,18689.0,526.0,52443.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,Under 1 year,26.0,2860,34.0,0.0,0.0,58.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,0-17 years,70.0,5126,92.0,17.0,14.0,158.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,1-4 years,0.0,555,18.0,0.0,0.0,30.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,5-14 years,22.0,851,31.0,0.0,0.0,50.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,15-24 years,141.0,5165,131.0,57.0,10.0,224.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,18-29 years,300.0,8518,265.0,118.0,14.0,459.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,25-34 years,515.0,9694,414.0,223.0,12.0,715.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,30-39 years,817.0,12024,659.0,380.0,19.0,1112.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,35-44 years,1231.0,14803,994.0,595.0,24.0,1652.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,40-49 years,1818.0,18905,1492.0,929.0,23.0,2403.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,45-54 years,2835.0,26496,2359.0,1492.0,34.0,3734.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,50-64 years,7773.0,72969,7036.0,4142.0,119.0,10775.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,55-64 years,5999.0,57118,5563.0,3205.0,96.0,8444.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,65-74 years,9067.0,84613,8700.0,4933.0,133.0,12958.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,75-84 years,9580.0,94788,9371.0,5027.0,127.0,14035.0
